prioridad,tipo,columna,presentacion_key,valor,motivo,filas,en_alcance,ejemplo_producto,sugerencia_unidad,sugerencia_contenido
1296,presentacion,presentacion,1298. MINI QUAD. DINOSAURIO MOTO ELECTRICA,1298. Mini Quad. Dinosaurio Moto Eléctrica,sin_cantidad,181,False,Juguetes Montables Eléctricos,,
1297,presentacion,presentacion,ASST. #83400. TEENAGE MUTANT NINJA. TURTLES. MUTANT MAYHEM. LEONARDO O RAPHAEL,Asst. #83400. Teenage Mutant Ninja. Turtles. Mutant Mayhem. Leonardo Ó Raphael,sin_cantidad,181,False,Muñecos,,
1298,presentacion,presentacion,JGT89. UNO STACKO,Jgt89. Uno Stacko,sin_cantidad,180,False,Juegos de Mesa,,
1299,presentacion,presentacion,#6071248. PAW PATROL. CRUSH N ROLL RECYCLING TRUCK,#6071248. Paw Patrol. Crush N´ Roll Recycling Truck,sin_cantidad,179,False,Motos y Carros Mecánicos,,
1300,presentacion,presentacion,#6067623. DC. ROBIN,#6067623. Dc. Robin,sin_cantidad,178,False,Muñecos,,
1301,presentacion,presentacion,MG40J5133AT. 1.4 PIES CUBICOS. DORADOR. COLOR SILVER/ESPEJO,Mg40j5133at. 1.4 Pies Cúbicos. Dorador. Color Silver/espejo,sin_cantidad,178,False,Horno de Microondas,,
1302,presentacion,presentacion,"RS 22 T 5200 B1 (NEGRO). 622 DM3. 2 PUERTAS, VERTICALES. DESHIELO AUTOMATICO DE DURACION LARGA","Rs 22 T 5200 B1 (negro). 622 Dm3. 2 Puertas, Verticales. Deshielo Automático de Duración Larga",sin_cantidad,178,False,Refrigeradores,,
1303,presentacion,presentacion,HCL40. BARBIE. A TOUCH OF MAGIC. PEGASUS Y ACCESORIOS,Hcl40. Barbie. a Touch Of Magic. Pegasus y Accesorios,sin_cantidad,177,False,Varios,,
1304,presentacion,presentacion,HRP66. MONSTER HIGH. SCARE-ADISE ISLAND. DRACULAURA,Hrp66. Monster High. Scare-adise Island. Draculaura,sin_cantidad,177,False,Muñecas,,
1305,presentacion,presentacion,C.B. 013073. LAS VISIONES DE JUAN CALAKAS,C.b. 013073. las Visiones de Juan Calakas,sin_cantidad,176,False,Juegos de Mesa,,
1306,presentacion,presentacion,HKT78. BARBIE. YOU CAN BE ANYTHING. SET DISENADORA DE MODAS,Hkt78. Barbie. You Can Be Anything. Set Diseñadora de Modas,sin_cantidad,176,False,Muñecas,,
1307,presentacion,presentacion,VE3179XO O VE3179XOM (REPELENTE). 16 PLGS. PEDESTAL Y PARED. 3 VELOCIDADES,Ve3179xo o Ve3179xom (repelente). 16 Plgs. Pedestal y Pared. 3 Velocidades,sin_cantidad,176,False,Ventiladores,,
1308,presentacion,presentacion,ART. PNY 57000. PINYPON. POP SHINE,Art. Pny 57000. Pinypon. Pop Shine,sin_cantidad,175,False,Muñecas,,
1309,presentacion,presentacion,E8521. TITAN HERO SERIES. MARVEL SPIDER-MAN. MARVEL S. SCARLET SPIDER,E8521. Titan Hero Series. Marvel Spider-man. Marvel´s. Scarlet Spider,sin_cantidad,175,False,Muñecos,,
1310,presentacion,presentacion,HKX48. CITY. HW ULTIMATE GARAGE,Hkx48. City. Hw Ultimate Garage,sin_cantidad,175,False,Autopistas,,
1311,presentacion,presentacion,RECTA CON BOTON Y CIERRE. AZUL MARINO. TALLA 28-32,Recta con Boton y Cierre. Azul Marino. Talla 28-32,sin_cantidad,175,False,Falda Escuela Oficial,,
1312,presentacion,presentacion,ART. NFN76000. NENUCO. MIMOSON,Art. Nfn76000. Nenuco. Mimosón,sin_cantidad,174,False,Muñecas Eléctricas,,
1313,presentacion,presentacion,CB: 016562. SILLONES MUSICALES,Cb: 016562. Sillones Musicales,sin_cantidad,173,False,Juegos de Mesa,,
1314,presentacion,presentacion,HKT 94. BARBIE. CUTE N COZY CAFE,Hkt 94. Barbie. Cute´n Cozy Café,sin_cantidad,173,False,Muñecas,,
1315,presentacion,presentacion,JFY55. MINI BARBIE LAND. VEHICULOS,Jfy55. Mini Barbie Land. Vehículos,sin_cantidad,173,False,Varios,,
1316,presentacion,presentacion,JGC01. JURASSIC WORLD. AQUILOPS. DOLORES,Jgc01. Jurassic World. Aquilops. Dolores,sin_cantidad,173,False,Varios,,
1317,presentacion,presentacion,"RF 32 CG 5411 B1EM (NEGRO). 625 DM3. 2 PUERTAS, VERTICALES. DESHIELO AUTOMATICO DE DURACION LARGA","Rf 32 Cg 5411 B1em (negro). 625 Dm3. 2 Puertas, Verticales. Deshielo Automático de DuRación Larga",sin_cantidad,173,False,Refrigeradores,,
1318,presentacion,presentacion,75 UA 7500 PSA. 75 PLGS. LED. PUERTO USB. SMART TV,75 Ua 7500 Psa. 75 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,172,False,Pantallas,,
1319,presentacion,presentacion,ART. NFN 60000. NENUCO. SCHOOL HAIRSTYLES,Art. Nfn 60000. Nenuco. School Hairstyles,sin_cantidad,172,False,Muñecas,,
1320,presentacion,presentacion,HMW04. POKEMON. SUPER BALL GIGANTE,Hmw04. Pokémon. Super Ball Gigante,sin_cantidad,172,False,Juguetes Armables,,
1321,presentacion,presentacion,32A4NV. 32 PLGS. LED. PUERTO USB. SMART TV,32a4nv. 32 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,171,False,Pantallas,,
1322,presentacion,presentacion,XBOX SERIES X. FORZA MOTOSPORT,Xbox Series X. Forza Motosport,sin_cantidad,171,False,Videojuegos,,
1323,presentacion,presentacion,#6072500. MONSTER JAM. SMASH & BASH. GRAVE DIGGER RC,#6072500. Monster Jam. Smash & Bash. Grave Digger Rc,sin_cantidad,170,False,Motos y Carros Eléctricos,,
1324,presentacion,presentacion,1630. PUSH-CAR. ADVENTURE BOY,1630. Push-car. Adventure Boy,sin_cantidad,170,False,Juguetes Montables,,
1325,presentacion,presentacion,HXL47. MATCHBOX. ACTION DRIVERS. TRANSPORTATION CENTER PLAY SET,Hxl47. Matchbox. Action Drivers. Transportation Center Play Set,sin_cantidad,170,False,Varios,,
1326,presentacion,presentacion,JGW15. MINI BARBIE LAND. MINI BUNDLE,Jgw15. Mini Barbie Land. Mini Bundle,sin_cantidad,170,False,Varios,,
1327,presentacion,presentacion,JBW20. THOMAS & FRIENDS. CONJUNTO DE CARGA Y DESCARGA DE DIESEL,Jbw20. Thomas & Friends. Conjunto de Carga y Descarga de Diesel,sin_cantidad,169,False,Varios,,
1328,presentacion,presentacion,MOD. 1554. BEBES LLORONES. LADY O CONEY O STARS,Mod. 1554. Bebés Llorones. Lady o Coney o Stars,sin_cantidad,169,False,Muñecas Eléctricas,,
1329,presentacion,presentacion,#6060414/#20148180 . GABBY S DOLLHOUSE. CASA DE MUNECAS FESTIVA DE GABBY,#6060414/#20148180 . Gabby´s Dollhouse. Casa de Muñecas Festiva de Gabby,sin_cantidad,168,False,Varios,,
1330,presentacion,presentacion,502500EUC. LOL SURPRISE! O.M.G. GLAM N GO CAMPER,502500euc. Lol Surprise! O.m.g. Glam N´ Go Camper,sin_cantidad,168,False,Motos y Carros Mecánicos,,
1331,presentacion,presentacion,HXT05. MONSTER TRUCKS. CHARGE&CHASE CHALLENGE,Hxt05. Monster Trucks. Charge&chase Challenge,sin_cantidad,168,False,Autopistas,,
1332,presentacion,presentacion,ART. 700015787. NANCY. UN DIA DE BELLEZA,Art. 700015787. Nancy. Un Día de Belleza,sin_cantidad,167,False,Muñecas,,
1333,presentacion,presentacion,E7972. MARVEL. STUDIOS. X-MEN 97. WOLVERINE,E7972. Marvel. Studios. X-men 97. Wolverine,sin_cantidad,167,False,Muñecos,,
1334,presentacion,presentacion,G1759. NERF. LOADOUT. SHADOWSPEED RECON,G1759. Nerf. Loadout. Shadowspeed Recon,sin_cantidad,167,False,Varios,,
1335,presentacion,presentacion,JFF04. BARNEY S WORLD. SET DE JUEGO DE CASA DE ARBOL CON LUCES Y SONIDO,Jff04. Barney´s World. Set de Juego de Casa de Árbol con Luces y Sonido,sin_cantidad,167,False,Varios,,
1336,presentacion,presentacion,14-FQ1004LA. LAPTOP (GRIS). AMD RYZEN 3/ WINDOWS 10. DISCO DURO 512 GB SSD/MEMORIA RAM 8 GB. 14 PLGS,14-fq1004la. Laptop (gris). Amd Ryzen 3/ Windows 10. Disco Duro 512 Gb Ssd/memoria Ram 8 Gb. 14 Plgs.,sin_cantidad,166,False,Computadoras Portátiles,,
1337,presentacion,presentacion,JCH04. JURASSIC WORLD. TYRANNOSAURUS REX. MASCARA,Jch04. Jurassic World. Tyrannosaurus Rex. Máscara,sin_cantidad,166,False,Varios,,
1338,presentacion,presentacion,RESORTE EN PRETINA TALLA 28-32,Resorte en Pretina Talla 28-32,sin_cantidad,166,False,Pantalón Corto Shorts Escuela,,
1339,presentacion,presentacion,TABLEADA CON BOTON Y CIERRE. PRINCIPE DE GALES. TALLA 28-32,Tableada con Boton y Cierre. Principe de Gales. Talla 28-32,sin_cantidad,166,False,Falda Escuela Oficial,,
1340,presentacion,presentacion,86 QNED 80 SRA. 86 PLGS. QNED. PUERTO USB. SMART TV,86 Qned 80 Sra. 86 Plgs. Qned. Puerto Usb. Smart Tv.,sin_cantidad,165,False,Pantallas,,
1341,presentacion,presentacion,"DFR-25210 GND (SILVER). 251.8 DM3. 2 PUERTAS, HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO","Dfr-25210 Gnd (silver). 251.8 Dm3. 2 Puertas, Horizontal y Vertical. Deshielo Automático",sin_cantidad,165,False,Refrigeradores,,
1342,presentacion,presentacion,JBD90. MONSTER TRUCKS. HW MEGA WREX ALIVE RC,Jbd90. Monster Trucks. Hw Mega Wrex Alive Rc,sin_cantidad,165,False,Motos y Carros Eléctricos,,
1343,presentacion,presentacion,MOD. 7652 O M 7652 C. CHOCLO BLANCO NO. 27,Mod. 7652 o M 7652 C. Choclo Blanco No. 27,sin_cantidad,165,False,Tenis,,
1344,presentacion,presentacion,PS5. PRO O CFI-7020. 2 TB. SIN JUEGO INCLUIDO. SIN LECTOR DE DISCO,Ps5. Pro o Cfi-7020. 2 Tb. Sin Juego Incluido. Sin Lector de Disco,sin_cantidad,165,False,Electrónicos de Video,,
1345,presentacion,presentacion,XBOX SERIES X. EA SPORTS. F1 24,Xbox Series X. Ea Sports. F1 24,sin_cantidad,165,False,Videojuegos,,
1346,presentacion,presentacion,ART. NAC 91000. NANCY. GLOW UP,Art. Nac 91000. Nancy. Glow Up,sin_cantidad,164,False,Muñecas,,
1347,presentacion,presentacion,G0666. MARVEL SPIDEY. BARCO PIRATA CON TELARANAS Y BURBUJAS,G0666. Marvel Spidey. Barco Pirata con Telarañas y Burbujas,sin_cantidad,164,False,Varios,,
1348,presentacion,presentacion,HKT25. POKEMON. DRAGONITE,Hkt25. Pokémon. Dragonite,sin_cantidad,164,False,Juguetes Armables,,
1349,presentacion,presentacion,#6071544. PAW PATROL. PUP SQUAD PAW PATROLLER,#6071544. Paw Patrol. Pup Squad Paw Patroller,sin_cantidad,162,False,Motos y Carros Mecánicos,,
1350,presentacion,presentacion,ART. NAC 75000. NANCY. CATWAII,Art. Nac 75000. Nancy. Catwaii,sin_cantidad,162,False,Muñecas,,
1351,presentacion,presentacion,BLSTKAG-BPB O BLSTKAG-BPB-013. VELOCIDADES 2+1 PULSO. BASE METAL. VASO VIDRIO. COLOR NEGRA,Blstkag-bpb o Blstkag-bpb-013. Velocidades 2+1 Pulso. Base Metal. Vaso Vidrio. Color Negra,sin_cantidad,161,False,Licuadoras,,
1352,presentacion,presentacion,21262. MINECRAFT. LA GRANJA DEL MOLINO,21262. Minecraft. la Granja del Molino,sin_cantidad,160,False,Juguetes Armables,,
1353,presentacion,presentacion,72041. SUPER MARIO. FIESTA EN LA CASA DE TOAD,72041. Super Mario. Fiesta en la Casa de Toad,sin_cantidad,160,False,Juguetes Armables,,
1354,presentacion,presentacion,HLW02. DISNEY PRINCESS. AURORA O BLANCA NIEVES O RAPUNZEL O?,Hlw02. Disney Princess. Aurora o Blanca Nieves o Rapunzel o?,sin_cantidad,160,False,Muñecas,,
1355,presentacion,presentacion,JFR39. HOT WHEELS. MONSTER TRUCKS. TIGER SHARK CLIMBER RC,Jfr39. Hot Wheels. Monster Trucks. Tiger Shark Climber Rc,sin_cantidad,160,False,Motos y Carros Eléctricos,,
1356,correccion_texto,presentacion,,Hlw02. Disney Princess. Aurora o Blanca Nieves o Rapunzel o?,sin_candidato_unico,160,False,Muñecas,,
1357,presentacion,presentacion,CND62. FREDDY FIRE TRUCK O RICKY RACE CAR,Cnd62. Freddy Fire Truck Ó Ricky Race Car,sin_cantidad,159,False,Juguetes Armables,,
1358,presentacion,presentacion,"MHC-V73D. CD'S 1. MP3, DVD, USB Y BLUETOOTH","Mhc-v73d. Cd's 1. Mp3, Dvd, USB y Bluetooth",sin_cantidad,159,False,Bocinas Portátiles,,
1359,presentacion,presentacion,21275. MINECRAFT. LA CASA-DINAMITA DE LA JUNGLA,21275. Minecraft. la Casa-dinamita de la Jungla,sin_cantidad,158,False,Juguetes Armables,,
1360,presentacion,presentacion,SONY PS5. DRAGON BALL. SPARKING! ZERO,Sony Ps5. Dragon Ball. Sparking! Zero,sin_cantidad,158,False,Videojuegos,,
1361,presentacion,presentacion,72034. SUPER MARIO. BEBE MARIO VS. BEBE LUIGI,72034. Super Mario. Bebé Mario Vs. Bebé Luigi,sin_cantidad,157,False,Juguetes Armables,,
1362,presentacion,presentacion,HKV43. POLLY POCKET. SET DE JUEGOS RESORT ROLL AWAY,Hkv43. Polly Pocket. Set de Juegos Resort Roll Away,sin_cantidad,157,False,Varios,,
1363,presentacion,presentacion,JCH02. JURASSIC WORLD. POWER DEVOUR. TYRANNOSAURUS REX,Jch02. Jurassic World. Power Devour. Tyrannosaurus Rex,sin_cantidad,157,False,Varios,,
1364,presentacion,presentacion,JGW86. MESA DE ACTIVIDADES 4 EN 1,Jgw86. Mesa de Actividades 4 en 1,sin_cantidad,157,False,Juguetes de Destreza,,
1365,presentacion,presentacion,F9832. PAPAS TRAIDORAS,F9832. Papas Traidoras,sin_cantidad,156,False,Juegos de Mesa,,
1366,presentacion,presentacion,RECTA CON BOTON Y CIERRE. BLANCA. TALLA 6-10,Recta con Boton y Cierre. Blanca. Talla 6-10,sin_cantidad,156,False,Falda Escuela Oficial,,
1367,presentacion,presentacion,JFR30. VAGON. PARA RECOGER BLOQUES,Jfr30. Vagón. para Recoger Bloques,sin_cantidad,155,False,Juguetes Armables,,
1368,presentacion,presentacion,MOD. 7652 O M 7652 C. CHOCLO BLANCO NO. 29,Mod. 7652 o M 7652 C. Choclo Blanco No. 29,sin_cantidad,155,False,Tenis,,
1369,presentacion,presentacion,RECTA CON BOTON Y CIERRE. AZUL MARINO. TALLA 34-38,Recta con Boton y Cierre. Azul Marino. Talla 34-38,sin_cantidad,155,False,Falda Escuela Oficial,,
1370,presentacion,presentacion,50A6GV. 50 PLGS. LED. PUERTO USB. SMART TV,50a6gv. 50 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,154,False,Pantallas,,
1371,presentacion,presentacion,MOD. 7650 O M 7650 C. BOTA BLANCO NO. 27,Mod. 7650 o M 7650 C. Bota Blanco No. 27,sin_cantidad,154,False,Tenis,,
1372,presentacion,presentacion,MOD. 7652 O M 7652 C. CHOCLO BLANCO NO. 23,Mod. 7652 o M 7652 C. Choclo Blanco No. 23,sin_cantidad,154,False,Tenis,,
1373,presentacion,presentacion,"PZA. PASTA FLEXIBLE. ESPANOL/INGLES. MAS DE 80,000 TRADUCCIONES","Pza. Pasta Flexible. Español/ingles. Más de 80,000 Traducciones",sin_cantidad,154,False,Diccionario,,
1374,presentacion,presentacion,SPUTNIK. 18 PLGS. PEDESTAL. 3 VELOCIDADES,Sputnik. 18 Plgs. Pedestal. 3 Velocidades,sin_cantidad,154,False,Ventiladores,,
1375,presentacion,presentacion,ART. PNY 74000 TOY 39158. PINYPON. HOTEL 5 STAR,Art. Pny 74000 Toy 39158. Pinypon. Hotel 5 Star,sin_cantidad,153,False,Varios,,
1376,presentacion,presentacion,HKN44. ORUGUITA BAILADORA,Hkn44. Oruguita Bailadora,sin_cantidad,153,False,Juguetes Armables,,
1377,presentacion,presentacion,JFW49. BARBIE. FAMILY & FRIEND S . CASA DESPLEGABLE,Jfw49. Barbie. Family & Friend´s . Casa Desplegable,sin_cantidad,153,False,Varios,,
1378,presentacion,presentacion,JGW95. RIE Y APRENDE. CARRO DE SNACKS 4 EN 1,Jgw95. Ríe y Aprende. Carro de Snacks 4 en 1,sin_cantidad,153,False,Juguetes Educativos,,
1379,presentacion,presentacion,JGG97. RED CHATTER TELEPHONE,Jgg97. Red Chatter Telephone,sin_cantidad,152,False,Juguetes de Destreza,,
1380,presentacion,presentacion,#6074334. GABBY S DOLLHUSE. GABBY S S MEOW-MAZIN DOLLHOUSE,#6074334. Gabby´s Dollhuse. Gabby´s S Meow-mazin Dollhouse,sin_cantidad,151,False,Varios,,
1381,presentacion,presentacion,GALAXY TAB A11. SM-X133. 8.7 PLGS. MEMORIA INTERNA 128 GB. MEMORIA RAM 6 GB,Galaxy Tab A11. Sm-x133. 8.7 Plgs. Memoria Interna 128 GB. Memoria RAM 6 GB.,sin_cantidad,151,False,Tablet,,
1382,presentacion,presentacion,HNF51. POLY POCKET. SURTIDO PAQUETE DE MODAS GRANDE,Hnf51. Poly Pocket. Surtido Paquete de Modas Grande,sin_cantidad,151,False,Varios,,
1383,presentacion,presentacion,JFR23. IMAGINEXT. JURASSIC WORLD. MOSASAURUS. PERSIGUE Y MUERDE EN EL AGUA,Jfr23. Imaginext. Jurassic World. Mosasaurus. Persigue y Muerde en el Agua,sin_cantidad,150,False,Varios,,
1384,presentacion,presentacion,74-7702. COLOR PETS. PINTA Y BANALOS. DINO PACK,74-7702. Color Pets. Pinta y Bañalos. Dino Pack,sin_cantidad,149,False,Varios,,
1385,presentacion,presentacion,BLANCA MANGA CORTA CUELLO SPORT. TALLA 6-10. (90% POLIESTER-10% ALGODON),Blanca Manga Corta Cuello Sport. Talla 6-10. (90% Poliester-10% Algodon),sin_cantidad,148,False,Blusa Escuela Oficial,,
1386,presentacion,presentacion,JCG16. JURASSIC WORLD. CHAOS THEORY. THERIZINOSAURUS,Jcg16. Jurassic World. Chaos Theory. Therizinosaurus,sin_cantidad,148,False,Varios,,
1387,presentacion,presentacion,RECTA CON BOTON Y CIERRE. BLANCA TALLA 12-16,Recta con Boton y Cierre. Blanca Talla 12-16,sin_cantidad,148,False,Falda Escuela Oficial,,
1388,presentacion,presentacion,SONY PS4. CALL OF DUTY BLACK OPS 6,Sony Ps4. Call Of Duty Black Ops 6,sin_cantidad,148,False,Videojuegos,,
1389,presentacion,presentacion,C.B. 8414745004957. CHOCLO (LONA) COLOR AZUL NO. 21,C.b. 8414745004957. Choclo (lona) Color Azul No. 21,sin_cantidad,147,False,Tenis,,
1390,presentacion,presentacion,47701. SONIC. THE HEDGEHOD. SPEED R/C,47701. Sonic. The Hedgehod. Speed R/c,sin_cantidad,146,False,Muñecos Eléctricos,,
1391,presentacion,presentacion,ART. PNY 70000. PINYPON. POP & MAKE UP,Art. Pny 70000. Pinypon. Pop & Make Up,sin_cantidad,145,False,Muñecas,,
1392,presentacion,presentacion,ITEM: 168897. DC. BATMAN O SUPERMAN,Item: 168897. Dc. Batman Ó Superman,sin_cantidad,145,False,Muñecos,,
1393,presentacion,presentacion,MOD. 7652 O M 7652 C. CHOCLO BLANCO NO. 25,Mod. 7652 o M 7652 C. Choclo Blanco No. 25,sin_cantidad,145,False,Tenis,,
1394,presentacion,presentacion,86 UA 7500 PSA. 86 PLGS. LED. PUERTO USB. SMART TV,86 Ua 7500 Psa. 86 Plgs. LED. Puerto USB. Smart TV.,sin_cantidad,144,False,Pantallas,,
1395,presentacion,presentacion,C.B. 8414745004957. CHOCLO (LONA) COLOR AZUL NO. 19,C.b. 8414745004957. Choclo (lona) Color Azul No. 19,sin_cantidad,144,False,Tenis,,
1396,presentacion,presentacion,JCA-4474. HARRY POTTER. 44 JUEGOS PARA TODOS,Jca-4474. Harry Potter. 44 Juegos para Todos,sin_cantidad,144,False,Juegos de Mesa,,
1397,presentacion,presentacion,MOD. 7650 O M 7650 C. BOTA BLANCO NO. 29,Mod. 7650 o M 7650 C. Bota Blanco No. 29,sin_cantidad,144,False,Tenis,,
1398,presentacion,presentacion,JFW44. JURASSIC WORLD. TUMBLIN SPINOS,Jfw44. Jurassic World. Tumblin´ Spinos,sin_cantidad,143,False,Juegos de Mesa,,
1399,presentacion,presentacion,KG. CRUDO,Kg. Crudo,sin_cantidad,143,False,Pavo,,
1400,presentacion,presentacion,502470-C3MM. L.O.L. SURPRISE. O.M.G. FASHION HOUSE,502470-c3mm. L.o.l. Surprise. O.m.g. Fashion House,sin_cantidad,142,False,Varios,,
1401,presentacion,presentacion,"HVH42. THE BEATLES. ¡DAMAS Y CABALLEROS, LOS BEATLES!","Hvh42. The Beatles. ¡damas y Caballeros, los Beatles!",sin_cantidad,142,False,Juguetes Armables,,
1402,presentacion,presentacion,JBG53. DISNEY FROZEN. ELSA PATINADORA SOBER HIELO,Jbg53. Disney Frozen. Elsa Patinadora Sober Hielo,sin_cantidad,142,False,Muñecas,,
1403,presentacion,presentacion,#38150. ANIME HEROES. NARUTO UZUMAKI O SASUKE UCHIHA,#38150. Anime Heroes. Naruto Uzumaki Ó Sasuke Uchiha,sin_cantidad,141,False,Muñecos,,
1404,presentacion,presentacion,#6072679. DC. METAL FORCE. BATMAN,#6072679. Dc. Metal Force. Batman,sin_cantidad,141,False,Muñecos,,
1405,presentacion,presentacion,#6073298. PAW PATROL. RC ACTION CRUISER,#6073298. Paw Patrol. Rc Action Cruiser,sin_cantidad,141,False,Motos y Carros Eléctricos,,
1406,presentacion,presentacion,91-9338. OSCAR EL PULPO DISENA GIRANDO,91-9338. Oscar el Pulpo Diseña Girando,sin_cantidad,141,False,Varios,,
1407,presentacion,presentacion,ART. NAC 19000. NANCY. UN DIA CON TOALLA MAGICA,Art. Nac 19000. Nancy. Un Día con Toalla Mágica,sin_cantidad,141,False,Muñecas,,
1408,presentacion,presentacion,HMM70SEJ. 0.7 PIES CUBICOS. COLOR GRIS/ESPEJO,Hmm70sej. 0.7 Pies Cúbicos. Color Gris/espejo,sin_cantidad,141,False,Horno de Microondas,,
1409,presentacion,presentacion,HRK57. BARBIE. POP REVEAL. RISE & SURPRISE,Hrk57. Barbie. Pop Reveal. Rise & Surprise,sin_cantidad,140,False,Varios,,
1410,presentacion,presentacion,HRP65. MONSTER HIGH. CLAWDEEN WOLF,Hrp65. Monster High. Clawdeen Wolf,sin_cantidad,140,False,Muñecas,,
1411,presentacion,presentacion,SWITCH OLED. THE LEGEND OF ZELDA. 64 GB. SIN JUEGO INCLUIDO,Switch Oled. The Legend Of Zelda. 64 Gb. Sin Juego Incluido,sin_cantidad,140,False,Electrónicos de Video,,
1412,presentacion,presentacion,ART. NAC 73000. NANCY. AIR STYLE,Art. Nac 73000. Nancy. Air Style,sin_cantidad,139,False,Muñecas,,
1413,presentacion,presentacion,HGY82. THOMAS & FRIENDS. PUSH ALONG. CONJUNTO DE CARGA Y DESCARGA DE NIA Y TESS,Hgy82. Thomas & Friends. Push Along. Conjunto de Carga y Descarga de Nia y Tess,sin_cantidad,139,False,Varios,,
1414,presentacion,presentacion,HKT23. POKEMON. CONJUNTO DE EVOLUCIONES DE PIKACHU,Hkt23. Pokémon. Conjunto de Evoluciones de Pikachu,sin_cantidad,139,False,Juguetes Armables,,
1415,presentacion,presentacion,HTH77. POKEMON. SQUIRTLE,Hth77. Pokémon. Squirtle,sin_cantidad,139,False,Juguetes Armables,,
1416,presentacion,presentacion,RESORTE EN PRETINA TALLA 34-38,Resorte en Pretina Talla 34-38,sin_cantidad,138,False,Pantalón Corto Shorts Escuela,,
1417,presentacion,presentacion,VE7700X0. 18 PLGS. PEDESTAL. 3 VELOCIDADES. (POTENTE Y SILENCIOSO),Ve7700x0. 18 Plgs. Pedestal. 3 Velocidades. (potente y Silencioso),sin_cantidad,138,False,Ventiladores,,
1418,presentacion,presentacion,#20148441. GABBY S DOLLHOUSE. GABBY CANTA Y CELEBRA,#20148441. Gabby´s Dollhouse. Gabby´ Canta y Celebra,sin_cantidad,137,False,Muñecas Eléctricas,,
1419,presentacion,presentacion,#6073760. PAW PATROL. RESCUE COMMAND CENTER,#6073760. Paw Patrol. Rescue Command Center,sin_cantidad,137,False,Varios,,
1420,presentacion,presentacion,C.B. 8414745005299. CHOCLO (LONA) COLOR BLANCO NO. 25,C.b. 8414745005299. Choclo (lona) Color Blanco No. 25,sin_cantidad,137,False,Tenis,,
1421,presentacion,presentacion,F9352. MARVEL SPIDEY. PARQUE DE JUEGO DE SPIDEY,F9352. Marvel Spidey. Parque de Juego de Spidey,sin_cantidad,137,False,Varios,,
1422,presentacion,presentacion,KOS-61WW. 0.7 PIES CUBICOS. COLOR BLANCO,Kos-61ww. 0.7 Pies Cúbicos. Color Blanco,sin_cantidad,137,False,Horno de Microondas,,
1423,presentacion,presentacion,QN 50QN90 DAF. 50 PLGS. QLED. PUERTO USB. SMART TV,Qn 50qn90 Daf. 50 Plgs. QLED. Puerto USB. Smart TV.,sin_cantidad,137,False,Pantallas,,
1424,presentacion,presentacion,SWITCH OLED WHITE. SUPER MARIO MARIO BROS. WONDER. 64 GB. SUPER MARIO MARIO BROS. WONDER. DESCARGA DIGITAL,Switch OLED White. Super Mario Mario Bros. Wonder. 64 GB. Super Mario Mario Bros. Wonder. Descarga Digital,sin_cantidad,137,False,Electrónicos de Video,,
1425,presentacion,presentacion,1341. SUPER TRIKE DINOSAURIO,1341. Super Trike Dinosaurio,sin_cantidad,136,False,Juguetes Montables,,
1426,presentacion,presentacion,ART. NFN30000. NENUCO. POMPITAS,Art. Nfn30000. Nenuco. Pompitas,sin_cantidad,136,False,Muñecas Eléctricas,,
